,Player,Year,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Duration,Major Injury,Minor Injury Count,Previous Major Injury Count
15919,Jeremy Lin,2012,0,6,24,HOU,4,3,21.0,0.07142857142857142,0.2857142857142857,0.25,0.023809523809523808,0.14285714285714285,0.167,0.047619047619047616,0.14285714285714285,0.333,0.292,0.023809523809523808,0.023809523809523808,1.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.023809523809523808,0.014285714285714285,0.09523809523809523,0.10952380952380951,0.19047619047619047,0.0,0,0.0,1.0
15920,Brook Lopez,2012,0,0,24,BRK,7,7,37.6,0.22074468085106383,0.46808510638297873,0.472,0.0026595744680851063,0.0026595744680851063,1.0,0.2154255319148936,0.46276595744680843,0.467,0.476,0.14893617021276595,0.16755319148936168,0.886,0.10904255319148935,0.0877659574468085,0.19680851063829788,0.03723404255319149,0.023936170212765957,0.07978723404255318,0.06117021276595744,0.07712765957446809,0.5930851063829787,0.0,0,0.0,1.0
15921,Scott Machado,2012,0,6,22,GSW,5,0,1.6,0.125,0.25,0.5,0.0,0.0,0.0,0.125,0.25,0.5,0.5,0.125,0.25,0.5,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.37499999999999994,8.0,0,1.0,0.0
15922,Shelvin Mack,2012,0,6,22,ATL,4,0,5.5,0.18181818181818182,0.41818181818181815,0.444,0.09090909090909091,0.23636363636363636,0.4,0.09090909090909091,0.18181818181818182,0.5,0.556,0.0,0.0,0.0,0.14545454545454548,0.18181818181818182,0.32727272727272727,0.32727272727272727,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0,0.0,0.0
15923,Ian Mahinmi,2012,0,0,26,IND,18,0,8.3,0.08433734939759036,0.19277108433734938,0.448,0.0,0.0,0.0,0.08433734939759036,0.19277108433734938,0.448,0.448,0.024096385542168672,0.07228915662650602,0.3,0.13253012048192772,0.14457831325301204,0.2771084337349397,0.012048192771084336,0.0,0.08433734939759036,0.08433734939759036,0.19277108433734938,0.19277108433734938,0.0,0,0.0,0.0
15924,Kenyon Martin,2012,0,0,35,NYK,12,1,21.1,0.11374407582938388,0.1990521327014218,0.58,0.0,0.0,0.0,0.11374407582938388,0.1990521327014218,0.58,0.58,0.042654028436018954,0.08056872037914692,0.55,0.061611374407582936,0.15165876777251186,0.21327014218009477,0.042654028436018954,0.037914691943127965,0.06635071090047392,0.03317535545023696,0.16587677725118483,0.2748815165876777,0.0,0,0.0,0.0
15925,Kevin Martin,2012,0,13,29,OKC,11,0,29.4,0.15306122448979592,0.3979591836734694,0.38,0.05102040816326531,0.14285714285714288,0.37,0.09863945578231292,0.25510204081632654,0.386,0.446,0.11904761904761905,0.1326530612244898,0.907,0.006802721088435375,0.09863945578231292,0.1054421768707483,0.04421768707482993,0.020408163265306124,0.010204081632653062,0.034013605442176874,0.054421768707483,0.4761904761904762,0.0,0,0.0,1.0
15926,Luc Mbah a Moute,2012,0,9,26,MIL,4,4,34.0,0.07352941176470588,0.17058823529411765,0.435,0.0,0.029411764705882353,0.0,0.07352941176470588,0.1411764705882353,0.526,0.435,0.09705882352941175,0.1323529411764706,0.722,0.029411764705882353,0.07352941176470588,0.10294117647058823,0.052941176470588235,0.029411764705882353,0.0,0.03823529411764706,0.06764705882352941,0.24411764705882355,0.0,0,0.0,0.0
15927,JaVale McGee,2012,0,0,25,DEN,6,2,18.7,0.16042780748663102,0.27807486631016043,0.581,0.0,0.0,0.0,0.16042780748663102,0.27807486631016043,0.581,0.581,0.06417112299465241,0.16042780748663102,0.389,0.1497326203208556,0.1229946524064171,0.27807486631016043,0.0,0.0374331550802139,0.053475935828877004,0.09625668449197862,0.1497326203208556,0.3850267379679145,0.0,0,0.0,0.0
15928,Tracy McGrady*,2012,0,9,33,SAS,6,0,5.2,0.0,0.23076923076923075,0.0,0.0,0.09615384615384615,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.23076923076923075,0.25,0.23076923076923075,0.05769230769230769,0.09615384615384615,0.05769230769230769,0.038461538461538464,0.0,0.0,0,0.0,0.0
15929,Jodie Meeks,2012,0,13,25,LAL,1,0,20.0,0.05,0.2,0.25,0.0,0.1,0.0,0.05,0.1,0.5,0.25,0.1,0.1,1.0,0.05,0.05,0.1,0.0,0.05,0.0,0.1,0.1,0.2,0.0,0,0.0,0.0
15930,Andre Miller,2012,0,6,36,DEN,6,0,25.7,0.1867704280155642,0.4474708171206226,0.42,0.031128404669260704,0.07003891050583658,0.455,0.1556420233463035,0.377431906614786,0.414,0.457,0.13618677042801558,0.17509727626459146,0.778,0.07003891050583658,0.058365758754863814,0.12840466926070038,0.14785992217898833,0.011673151750972763,0.0,0.10505836575875488,0.05058365758754864,0.5447470817120623,0.0,0,0.0,0.0
15931,Mike Miller,2012,0,9,32,MIA,17,5,13.6,0.08823529411764706,0.1911764705882353,0.467,0.0661764705882353,0.15441176470588236,0.444,0.022058823529411766,0.03676470588235294,0.556,0.644,0.0,0.0,0.0,0.014705882352941178,0.1323529411764706,0.13970588235294118,0.0661764705882353,0.03676470588235294,0.007352941176470589,0.022058823529411766,0.11029411764705882,0.25,0.0,0,0.0,0.0
15932,Patty Mills,2012,0,6,24,SAS,9,0,3.4,0.17647058823529413,0.3235294117647059,0.5,0.05882352941176471,0.23529411764705885,0.286,0.08823529411764706,0.08823529411764706,1.0,0.6,0.0,0.0,0.0,0.029411764705882356,0.05882352941176471,0.08823529411764706,0.05882352941176471,0.0,0.0,0.029411764705882356,0.05882352941176471,0.3823529411764706,0.0,0,0.0,0.0
15933,Nazr Mohammed,2012,0,0,35,CHI,12,0,9.5,0.18947368421052632,0.35789473684210527,0.512,0.0,0.0,0.0,0.18947368421052632,0.35789473684210527,0.512,0.512,0.031578947368421054,0.06315789473684211,0.571,0.12631578947368421,0.15789473684210525,0.28421052631578947,0.031578947368421054,0.021052631578947368,0.06315789473684211,0.031578947368421054,0.1368421052631579,0.39999999999999997,0.0,0,0.0,0.0
15934,Darius Morris,2012,0,6,22,LAL,4,2,26.3,0.1520912547528517,0.3346007604562738,0.457,0.030418250950570342,0.08745247148288972,0.333,0.12547528517110265,0.24714828897338403,0.5,0.5,0.06844106463878327,0.08745247148288972,0.778,0.011406844106463877,0.03802281368821293,0.049429657794676805,0.11406844106463879,0.019011406844106463,0.0,0.057034220532319393,0.057034220532319393,0.3992395437262357,0.0,0,0.0,0.0
15935,Donatas Motiejūnas,2012,0,3,22,HOU,1,0,5.0,0.4,0.4,1.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,0.2,0.2,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0
15936,Steve Nash*,2012,0,6,38,LAL,2,2,30.5,0.16393442622950818,0.3770491803278688,0.435,0.0,0.04918032786885246,0.0,0.16393442622950818,0.32786885245901637,0.5,0.435,0.08196721311475409,0.08196721311475409,1.0,0.03278688524590164,0.04918032786885246,0.08196721311475409,0.14754098360655737,0.0,0.0,0.04918032786885246,0.03278688524590164,0.4098360655737705,0.0,0,0.0,0.0
15937,Gary Neal,2012,0,13,28,SAS,21,0,18.6,0.13440860215053763,0.3440860215053763,0.385,0.05913978494623656,0.16666666666666666,0.348,0.07526881720430106,0.17741935483870966,0.42,0.47,0.04301075268817204,0.04301075268817204,1.0,0.0,0.11290322580645161,0.11290322580645161,0.03763440860215053,0.005376344086021505,0.0,0.03225806451612903,0.08602150537634408,0.3655913978494623,0.0,0,0.0,0.0
15938,Joakim Noah,2012,0,0,27,CHI,12,12,34.1,0.12609970674486803,0.2903225806451613,0.437,0.0,0.0,0.0,0.12609970674486803,0.2903225806451613,0.437,0.437,0.06158357771260997,0.0967741935483871,0.641,0.12609970674486803,0.15542521994134897,0.281524926686217,0.06744868035190615,0.02346041055718475,0.06451612903225806,0.05865102639296187,0.10557184750733138,0.31671554252199413,0.0,0,0.0,0.0
15939,Steve Novak,2012,0,9,29,NYK,9,0,5.6,0.14285714285714288,0.25,0.538,0.07142857142857144,0.17857142857142858,0.444,0.053571428571428575,0.07142857142857144,0.75,0.692,0.0,0.0,0.0,0.03571428571428572,0.03571428571428572,0.07142857142857144,0.0,0.01785714285714286,0.0,0.0,0.10714285714285715,0.35714285714285715,4.0,0,1.0,0.0
15940,Lamar Odom,2012,0,3,33,LAC,6,1,17.8,0.10112359550561797,0.28089887640449435,0.367,0.0449438202247191,0.1292134831460674,0.357,0.056179775280898875,0.15168539325842698,0.375,0.45,0.028089887640449437,0.056179775280898875,0.5,0.03932584269662921,0.1797752808988764,0.21348314606741572,0.10112359550561797,0.0449438202247191,0.0449438202247191,0.09550561797752809,0.15168539325842698,0.28089887640449435,0.0,0,0.0,1.0
15941,Tony Parker,2012,0,6,30,SAS,21,21,36.4,0.21978021978021978,0.478021978021978,0.458,0.013736263736263736,0.04120879120879121,0.355,0.20329670329670332,0.4368131868131868,0.467,0.473,0.11263736263736263,0.14560439560439561,0.777,0.019230769230769232,0.07142857142857144,0.08791208791208792,0.19230769230769232,0.030219780219780223,0.0027472527472527475,0.06868131868131869,0.03296703296703297,0.565934065934066,0.0,0,0.0,0.0
15942,Chandler Parsons,2012,0,9,24,HOU,6,6,39.7,0.17632241813602015,0.3904282115869017,0.452,0.06801007556675064,0.16876574307304784,0.4,0.10831234256926951,0.2216624685138539,0.491,0.538,0.03778337531486146,0.057934508816120896,0.643,0.030226700251889164,0.13350125944584382,0.163727959697733,0.09319899244332494,0.005037783375314861,0.007556675062972291,0.07556675062972291,0.08060453400503778,0.45843828715365237,0.0,0,0.0,0.0
15943,Chris Paul,2012,0,6,27,LAC,6,6,37.3,0.21983914209115282,0.41018766756032177,0.533,0.02680965147453083,0.08579088471849868,0.316,0.193029490616622,0.32707774798927614,0.589,0.565,0.14745308310991959,0.16621983914209118,0.892,0.013404825737265416,0.09383378016085792,0.10723860589812333,0.16890080428954424,0.0482573726541555,0.0,0.04021447721179625,0.07506702412868632,0.611260053619303,0.0,0,0.0,0.0
15944,Kendrick Perkins,2012,0,0,28,OKC,11,11,19.1,0.04712041884816753,0.18324607329842932,0.263,0.0,0.005235602094240838,0.0,0.04712041884816753,0.17801047120418848,0.27,0.263,0.020942408376963352,0.020942408376963352,1.0,0.07329842931937172,0.1256544502617801,0.19371727748691098,0.031413612565445025,0.03664921465968586,0.026178010471204185,0.10994764397905758,0.18324607329842932,0.11518324607329843,0.0,0,0.0,0.0
15945,Johan Petro,2012,0,0,27,ATL,6,4,16.8,0.1369047619047619,0.26785714285714285,0.519,0.0,0.0,0.0,0.1369047619047619,0.26785714285714285,0.519,0.519,0.011904761904761904,0.017857142857142856,0.5,0.041666666666666664,0.17857142857142858,0.22023809523809523,0.041666666666666664,0.011904761904761904,0.041666666666666664,0.02976190476190476,0.17857142857142858,0.2857142857142857,0.0,0,0.0,0.0
15946,Paul Pierce,2012,0,9,35,BOS,6,6,42.5,0.15294117647058825,0.4164705882352941,0.368,0.042352941176470586,0.16,0.268,0.11058823529411765,0.25411764705882356,0.431,0.42,0.10117647058823528,0.11294117647058823,0.897,0.016470588235294115,0.11764705882352941,0.13411764705882354,0.12470588235294117,0.018823529411764708,0.011764705882352941,0.12470588235294117,0.08235294117647059,0.4517647058823529,0.0,0,0.0,0.0
15947,Quincy Pondexter,2012,0,9,24,MEM,15,0,23.8,0.13025210084033614,0.2647058823529412,0.489,0.06722689075630252,0.14705882352941177,0.453,0.06302521008403361,0.1134453781512605,0.537,0.617,0.046218487394957986,0.07983193277310924,0.607,0.025210084033613443,0.07983193277310924,0.10504201680672269,0.02941176470588235,0.02941176470588235,0.004201680672268907,0.025210084033613443,0.08823529411764706,0.3739495798319328,0.0,0,0.0,0.0
15948,Pablo Prigioni,2012,0,6,35,NYK,11,10,20.9,0.07177033492822966,0.18660287081339713,0.395,0.05741626794258373,0.1291866028708134,0.433,0.019138755980861247,0.05741626794258373,0.308,0.547,0.009569377990430623,0.019138755980861247,0.5,0.009569377990430623,0.06698564593301436,0.07177033492822966,0.15311004784688997,0.06220095693779905,0.004784688995215312,0.023923444976076555,0.09090909090909091,0.215311004784689,3.0,0,1.0,0.0
15949,Tayshaun Prince,2012,0,9,32,MEM,15,15,30.3,0.0957095709570957,0.2673267326732673,0.355,0.009900990099009901,0.0429042904290429,0.263,0.08250825082508251,0.22442244224422442,0.373,0.376,0.0297029702970297,0.0495049504950495,0.609,0.026402640264026403,0.099009900990099,0.1254125412541254,0.0627062706270627,0.0165016501650165,0.009900990099009901,0.0231023102310231,0.039603960396039604,0.23102310231023102,0.0,0,0.0,0.0
15950,Vladimir Radmanović,2012,0,3,32,CHI,1,0,10.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.9,0.0,0,0.0,0.0
15951,Anthony Randolph,2012,0,3,23,DEN,5,0,6.0,0.3,0.3666666666666667,0.818,0.0,0.0,0.0,0.3,0.3666666666666667,0.818,0.818,0.26666666666666666,0.3666666666666667,0.727,0.0,0.19999999999999998,0.19999999999999998,0.0,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.8666666666666667,0.0,0,0.0,0.0
15952,Shavlik Randolph,2012,0,3,29,BOS,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0.0,0.0
15953,Zach Randolph,2012,0,3,31,MEM,15,15,36.9,0.17886178861788618,0.38753387533875344,0.46,0.0,0.002710027100271003,0.0,0.17886178861788618,0.38753387533875344,0.463,0.46,0.11382113821138212,0.17073170731707318,0.67,0.10569105691056911,0.16531165311653115,0.2710027100271003,0.04336043360433605,0.018970189701897018,0.013550135501355014,0.05691056910569106,0.0948509485094851,0.47154471544715443,0.0,0,0.0,1.0
15954,J.J. Redick,2012,0,13,28,MIL,4,0,17.3,0.16184971098265893,0.36416184971098264,0.44,0.057803468208092484,0.17341040462427745,0.333,0.10404624277456648,0.1907514450867052,0.538,0.52,0.046242774566473986,0.046242774566473986,1.0,0.0,0.046242774566473986,0.046242774566473986,0.07514450867052024,0.017341040462427744,0.0,0.08670520231213873,0.1329479768786127,0.4219653179190751,0.0,0,0.0,0.0
15955,Quentin Richardson,2012,0,9,32,NYK,5,0,2.8,0.14285714285714288,0.4285714285714286,0.333,0.14285714285714288,0.35714285714285715,0.4,0.0,0.07142857142857144,0.0,0.5,0.0,0.0,0.0,0.07142857142857144,0.14285714285714288,0.2142857142857143,0.0,0.0,0.0,0.0,0.14285714285714288,0.4285714285714286,0.0,0,0.0,0.0
15956,Nate Robinson,2012,0,6,28,CHI,12,8,33.7,0.17507418397626112,0.40356083086053407,0.436,0.05341246290801187,0.16023738872403562,0.338,0.12166172106824924,0.24332344213649848,0.5,0.503,0.0771513353115727,0.10089020771513352,0.756,0.014836795252225518,0.06528189910979229,0.08011869436201781,0.13056379821958458,0.029673590504451036,0.005934718100890208,0.08011869436201781,0.09495548961424333,0.4836795252225519,0.0,0,0.0,0.0
15957,Robert Sacre,2012,0,0,23,LAL,2,0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15958,Larry Sanders,2012,0,0,24,MIL,4,4,28.3,0.16961130742049468,0.2932862190812721,0.576,0.0,0.0,0.0,0.16961130742049468,0.2932862190812721,0.576,0.576,0.045936395759717315,0.0989399293286219,0.455,0.0989399293286219,0.19434628975265017,0.2932862190812721,0.045936395759717315,0.028268551236749116,0.045936395759717315,0.10600706713780919,0.15901060070671377,0.38162544169611307,0.0,0,0.0,0.0
15959,Mike Scott,2012,0,3,24,ATL,4,0,5.0,0.26,0.5,0.5,0.0,0.06,0.0,0.26,0.45999999999999996,0.556,0.5,0.16,0.2,0.75,0.06,0.3,0.36,0.06,0.0,0.0,0.0,0.1,0.6599999999999999,0.0,0,0.0,0.0
15960,Thabo Sefolosha,2012,0,13,28,OKC,11,11,27.3,0.06959706959706959,0.20146520146520147,0.344,0.040293040293040296,0.1282051282051282,0.316,0.029304029304029304,0.07692307692307693,0.391,0.443,0.029304029304029304,0.03663003663003663,0.818,0.04395604395604395,0.12087912087912087,0.16483516483516483,0.07692307692307693,0.040293040293040296,0.018315018315018316,0.02564102564102564,0.0879120879120879,0.2087912087912088,0.0,0,0.0,1.0
15961,Iman Shumpert,2012,0,13,22,NYK,12,12,28.1,0.12099644128113878,0.29537366548042704,0.41,0.05338078291814946,0.12455516014234874,0.429,0.06761565836298931,0.17081850533807827,0.397,0.5,0.03558718861209964,0.04270462633451957,0.857,0.05338078291814946,0.16014234875444838,0.21352313167259784,0.046263345195729534,0.03914590747330961,0.010676156583629892,0.04270462633451957,0.10676156583629892,0.3309608540925267,0.0,0,0.0,1.0
15962,Greg Smith,2012,0,0,22,HOU,5,1,11.8,0.10169491525423728,0.15254237288135591,0.667,0.0,0.0,0.0,0.10169491525423728,0.15254237288135591,0.667,0.667,0.10169491525423728,0.20338983050847456,0.5,0.11864406779661016,0.10169491525423728,0.22033898305084745,0.0,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.15254237288135591,0.30508474576271183,0.0,0,0.0,0.0
15963,Ish Smith,2012,0,6,24,MIL,4,0,2.8,0.0,0.10714285714285715,0.0,0.0,0.0,0.0,0.0,0.10714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285715,0.10714285714285715,0.28571428571428575,0.0,0.0,0.10714285714285715,0.10714285714285715,0.0,0.0,0,0.0,0.0
15964,J.R. Smith,2012,0,13,27,NYK,11,0,31.9,0.15360501567398122,0.4639498432601881,0.331,0.05015673981191223,0.18808777429467086,0.273,0.10344827586206896,0.2758620689655173,0.371,0.387,0.0877742946708464,0.12225705329153605,0.721,0.015673981191222573,0.1316614420062696,0.14733542319749218,0.0438871473354232,0.031347962382445145,0.015673981191222573,0.05642633228840126,0.07836990595611286,0.4482758620689656,0.0,0,0.0,1.0
15965,Josh Smith,2012,0,3,27,ATL,6,6,33.2,0.19578313253012047,0.4518072289156626,0.433,0.024096385542168672,0.09939759036144577,0.25,0.1716867469879518,0.3524096385542168,0.486,0.461,0.09638554216867469,0.18072289156626503,0.528,0.051204819277108425,0.17469879518072287,0.2259036144578313,0.10542168674698794,0.05421686746987951,0.01506024096385542,0.08132530120481928,0.10542168674698794,0.5120481927710843,0.0,0,0.0,0.0
15966,Tiago Splitter,2012,0,3,28,SAS,19,15,20.4,0.11764705882352941,0.21568627450980396,0.536,0.0,0.004901960784313726,0.0,0.11764705882352941,0.21568627450980396,0.542,0.536,0.06862745098039216,0.08333333333333334,0.788,0.05392156862745099,0.09313725490196079,0.1519607843137255,0.058823529411764705,0.03921568627450981,0.03431372549019608,0.06372549019607844,0.11764705882352941,0.29901960784313725,10.0,0,1.0,2.0
15967,Jerry Stackhouse,2012,0,9,38,BRK,4,0,7.0,0.04285714285714286,0.35714285714285715,0.1,0.0,0.2571428571428572,0.0,0.04285714285714286,0.1142857142857143,0.333,0.1,0.1142857142857143,0.14285714285714285,0.75,0.04285714285714286,0.1142857142857143,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.18571428571428572,0.0,0,0.0,0.0
15968,Lance Stephenson,2012,0,13,22,IND,19,19,35.4,0.1016949152542373,0.2514124293785311,0.408,0.025423728813559324,0.096045197740113,0.281,0.07627118644067797,0.1553672316384181,0.486,0.462,0.03389830508474576,0.05367231638418079,0.622,0.019774011299435026,0.192090395480226,0.21468926553672316,0.09322033898305085,0.03389830508474576,0.0028248587570621473,0.05367231638418079,0.07062146892655367,0.2655367231638418,0.0,0,0.0,1.0
15969,DeShawn Stevenson,2012,0,13,31,ATL,4,0,11.3,0.07079646017699115,0.11504424778761062,0.6,0.07079646017699115,0.11504424778761062,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.07079646017699115,0.1592920353982301,0.22123893805309733,0.026548672566371678,0.0,0.0,0.04424778761061947,0.11504424778761062,0.20353982300884954,0.0,0,0.0,1.0
15970,Julyan Stone,2012,0,6,24,DEN,2,0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,1.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0,0.0,0.0
15971,Amar'e Stoudemire,2012,0,3,30,NYK,4,0,8.3,0.1566265060240964,0.3975903614457831,0.385,0.03614457831325301,0.03614457831325301,1.0,0.12048192771084336,0.36144578313253006,0.333,0.423,0.12048192771084336,0.12048192771084336,1.0,0.12048192771084336,0.1566265060240964,0.2771084337349397,0.0,0.0,0.0,0.09638554216867469,0.2771084337349397,0.45783132530120474,0.0,0,0.0,0.0
15972,Tyshawn Taylor,2012,0,6,22,BRK,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15973,Jeff Teague,2012,0,6,24,ATL,6,6,35.5,0.1267605633802817,0.38028169014084506,0.333,0.014084507042253521,0.04788732394366197,0.3,0.11267605633802817,0.3323943661971831,0.338,0.352,0.10704225352112676,0.13239436619718312,0.821,0.014084507042253521,0.0647887323943662,0.07887323943661971,0.14084507042253522,0.04225352112676056,0.008450704225352112,0.0647887323943662,0.07887323943661971,0.37464788732394366,0.0,0,0.0,0.0
15974,Marquis Teague,2012,0,6,19,CHI,8,0,9.0,0.06666666666666667,0.23333333333333334,0.294,0.0,0.06666666666666667,0.0,0.06666666666666667,0.16666666666666666,0.417,0.294,0.0,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,0.16666666666666666,0.03333333333333333,0.011111111111111112,0.03333333333333333,0.14444444444444446,0.14444444444444446,0.0,0,0.0,0.0
15975,Mirza Teletović,2012,0,3,27,BRK,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15976,Jason Terry,2012,0,13,35,BOS,6,1,31.5,0.12698412698412698,0.2857142857142857,0.444,0.07936507936507936,0.18095238095238095,0.441,0.047619047619047616,0.10476190476190475,0.45,0.583,0.047619047619047616,0.05714285714285714,0.818,0.0,0.06984126984126984,0.06984126984126984,0.06349206349206349,0.02222222222222222,0.009523809523809523,0.025396825396825397,0.047619047619047616,0.38095238095238093,0.0,0,0.0,0.0
15977,Hasheem Thabeet,2012,0,0,25,OKC,4,0,6.5,0.04615384615384615,0.07692307692307693,0.5,0.0,0.0,0.0,0.04615384615384615,0.07692307692307693,0.5,0.5,0.0,0.0,0.0,0.04615384615384615,0.2,0.23076923076923078,0.0,0.04615384615384615,0.0,0.07692307692307693,0.27692307692307694,0.07692307692307693,0.0,0,0.0,0.0
15978,Malcolm Thomas,2012,0,3,24,CHI,3,0,2.0,0.15,0.35,0.5,0.0,0.0,0.0,0.15,0.35,0.5,0.5,0.15,0.85,0.2,0.65,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0
15979,Klay Thompson,2012,0,13,22,GSW,12,12,41.3,0.15254237288135594,0.35108958837772397,0.437,0.05084745762711865,0.11864406779661019,0.424,0.10411622276029056,0.2324455205811138,0.443,0.509,0.009685230024213076,0.012106537530266345,0.833,0.01937046004842615,0.09200968523002422,0.11138014527845036,0.04358353510895884,0.02421307506053269,0.014527845036319613,0.04842615012106538,0.08958837772397095,0.36803874092009686,0.0,0,0.0,0.0
15980,Anthony Tolliver,2012,0,9,27,ATL,6,0,11.3,0.11504424778761062,0.20353982300884954,0.571,0.10619469026548671,0.1592920353982301,0.636,0.017699115044247787,0.04424778761061947,0.333,0.821,0.017699115044247787,0.04424778761061947,0.333,0.04424778761061947,0.08849557522123894,0.1327433628318584,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.10619469026548671,0.35398230088495575,0.0,0,0.0,0.0
15981,Ronny Turiaf,2012,0,0,30,LAC,5,0,11.8,0.11864406779661016,0.1694915254237288,0.7,0.0,0.0,0.0,0.11864406779661016,0.1694915254237288,0.7,0.7,0.03389830508474576,0.06779661016949153,0.5,0.06779661016949153,0.06779661016949153,0.13559322033898305,0.0,0.01694915254237288,0.05084745762711864,0.03389830508474576,0.23728813559322032,0.2711864406779661,0.0,0,0.0,1.0
15982,Ekpe Udoh,2012,0,0,25,MIL,4,0,13.5,0.07407407407407407,0.17037037037037037,0.444,0.0,0.0,0.0,0.07407407407407407,0.17037037037037037,0.444,0.444,0.0,0.0,0.0,0.05925925925925926,0.05925925925925926,0.1111111111111111,0.022222222222222223,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.14814814814814814,0.0,0,0.0,1.0
15983,Dwyane Wade,2012,0,13,31,MIA,22,22,35.5,0.18309859154929578,0.4028169014084507,0.457,0.0,0.005633802816901409,0.25,0.18309859154929578,0.39718309859154927,0.46,0.459,0.07605633802816902,0.10140845070422536,0.75,0.04788732394366197,0.08169014084507042,0.1295774647887324,0.1352112676056338,0.04788732394366197,0.028169014084507043,0.07323943661971831,0.056338028169014086,0.447887323943662,0.0,0,0.0,0.0
15984,Gerald Wallace,2012,0,9,30,BRK,7,7,34.7,0.12680115273775217,0.27665706051873196,0.463,0.04610951008645533,0.11815561959654176,0.379,0.08357348703170028,0.15561959654178675,0.526,0.545,0.04610951008645533,0.08357348703170028,0.55,0.020172910662824204,0.09510086455331411,0.11527377521613832,0.06916426512968299,0.03170028818443804,0.020172910662824204,0.037463976945244955,0.08357348703170028,0.34582132564841495,0.0,0,0.0,0.0
15985,C.J. Watson,2012,0,6,28,BRK,7,0,23.0,0.14782608695652175,0.34347826086956523,0.436,0.02608695652173913,0.09130434782608696,0.267,0.12608695652173912,0.24782608695652175,0.5,0.473,0.04782608695652174,0.07391304347826087,0.667,0.03043478260869565,0.07391304347826087,0.10434782608695652,0.08260869565217391,0.03043478260869565,0.004347826086956522,0.004347826086956522,0.06956521739130435,0.3739130434782609,0.0,0,0.0,1.0
15986,David West,2012,0,3,32,IND,19,19,36.3,0.16804407713498623,0.36088154269972456,0.462,0.0,0.005509641873278238,0.0,0.16804407713498623,0.3553719008264463,0.467,0.462,0.1046831955922865,0.13498622589531684,0.766,0.060606060606060615,0.14876033057851243,0.209366391184573,0.057851239669421496,0.01928374655647383,0.022038567493112952,0.06611570247933884,0.07713498622589532,0.4380165289256199,0.0,0,0.0,1.0
15987,Russell Westbrook,2012,0,6,24,OKC,2,2,34.0,0.25,0.6029411764705882,0.415,0.029411764705882353,0.1323529411764706,0.222,0.22058823529411764,0.47058823529411764,0.469,0.439,0.17647058823529413,0.20588235294117646,0.857,0.014705882352941176,0.17647058823529413,0.19117647058823528,0.20588235294117646,0.08823529411764706,0.0,0.11764705882352941,0.07352941176470588,0.7058823529411765,100.0,1,0.0,0.0
15988,James White,2012,0,9,30,NYK,4,0,2.3,0.2173913043478261,0.4347826086956522,0.5,0.0,0.2173913043478261,0.0,0.2173913043478261,0.2173913043478261,1.0,0.5,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.2173913043478261,0.0,0.0,0.0,0.0,0.13043478260869565,0.4347826086956522,100.0,1,0.0,0.0
