,Season,Pos,Age,G,GS,MP,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,Major Injury,Minor Injury Count,Previous Major Injury Count
15903,0,9,21,1,0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15904,0,3,21,2,0,17.5,0.0571428571428571,0.0,0.2285714285714285,0.5,0.0857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.0285714285714285,0.0,0.0285714285714285,0.0285714285714285,0.0571428571428571,0,0.0,1.0
15905,0,0,24,6,6,24.0,0.0,0.0,0.1541666666666666,0.455,0.0625,0.222,0.1041666666666666,0.1583333333333333,0.0083333333333333,0.0083333333333333,0.0708333333333333,0.0625,0.125,0,0.0,0.0
15906,0,6,21,20,0,9.6,0.0625,0.182,0.2395833333333333,0.533,0.0625,0.455,0.0416666666666666,0.125,0.125,0.03125,0.0104166666666666,0.0520833333333333,0.0833333333333333,0,0.0,1.0
15907,0,13,39,12,0,20.6,0.0679611650485436,0.176,0.0339805825242718,0.0,0.0097087378640776,1.0,0.029126213592233,0.1407766990291262,0.0970873786407767,0.0485436893203883,0.0145631067961165,0.0533980582524271,0.0485436893203883,0,0.0,0.0
15908,0,9,31,6,2,29.5,0.1932203389830508,0.353,0.0847457627118644,0.467,0.0677966101694915,0.917,0.0,0.111864406779661,0.023728813559322,0.0101694915254237,0.023728813559322,0.0338983050847457,0.0779661016949152,0,0.0,0.0
15909,0,0,23,6,2,16.7,0.0119760479041916,1.0,0.1796407185628742,0.333,0.059880239520958,0.833,0.0898203592814371,0.1197604790419161,0.029940119760479,0.029940119760479,0.0419161676646706,0.0179640718562874,0.1317365269461078,0,0.0,0.0
15910,0,3,29,12,3,20.5,0.0,0.0,0.4048780487804878,0.52,0.2097560975609756,0.731,0.0878048780487805,0.1609756097560975,0.0682926829268292,0.0292682926829268,0.0097560975609756,0.0780487804878048,0.1170731707317073,0,0.0,1.0
15911,0,6,25,6,6,39.3,0.089058524173028,0.19,0.3740458015267175,0.5,0.1399491094147582,0.848,0.0203562340966921,0.0636132315521628,0.2035623409669211,0.0432569974554707,0.0,0.0559796437659033,0.0559796437659033,0,0.0,0.0
15912,0,13,27,4,0,9.8,0.0510204081632653,0.0,0.0816326530612244,0.333,0.1020408163265306,1.0,0.0,0.0510204081632653,0.0306122448979591,0.0510204081632653,0.0,0.0,0.0816326530612244,0,0.0,0.0
15913,0,3,29,6,1,10.8,0.0,0.0,0.5092592592592592,0.394,0.0925925925925925,0.667,0.0925925925925925,0.3425925925925925,0.074074074074074,0.0462962962962962,0.0185185185185185,0.074074074074074,0.074074074074074,0,1.0,0.0
15914,0,9,21,21,21,36.9,0.075880758807588,0.39,0.1951219512195122,0.605,0.062330623306233,0.633,0.065040650406504,0.1815718157181572,0.02710027100271,0.048780487804878,0.013550135501355,0.029810298102981,0.051490514905149,0,0.0,0.0
15915,0,3,23,5,0,2.2,0.0,0.0,0.1818181818181818,0.5,0.0,0.0,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,1,1.0,0.0
15917,0,3,33,11,0,4.3,0.0930232558139535,0.0,0.3488372093023256,0.5,0.0465116279069767,0.5,0.0232558139534883,0.1162790697674418,0.0930232558139535,0.0465116279069767,0.0465116279069767,0.1162790697674418,0.1162790697674418,0,0.0,2.0
15918,0,13,24,8,0,8.5,0.0705882352941176,0.2,0.0588235294117647,0.5,0.0588235294117647,0.25,0.0,0.2117647058823529,0.0588235294117647,0.0117647058823529,0.0117647058823529,0.0352941176470588,0.1529411764705882,0,0.0,0.0
15919,0,6,24,4,3,21.0,0.1428571428571428,0.167,0.1428571428571428,0.333,0.0238095238095238,1.0,0.0,0.0952380952380952,0.0952380952380952,0.0238095238095238,0.0142857142857142,0.0952380952380952,0.1095238095238095,0,0.0,1.0
15920,0,0,24,7,7,37.6,0.0026595744680851,1.0,0.4627659574468084,0.467,0.1675531914893616,0.886,0.1090425531914893,0.0877659574468085,0.0372340425531914,0.0239361702127659,0.0797872340425531,0.0611702127659574,0.077127659574468,0,0.0,1.0
15921,0,6,22,5,0,1.6,0.0,0.0,0.25,0.5,0.25,0.5,0.0,0.125,0.125,0.0,0.0,0.125,0.125,0,1.0,0.0
15922,0,6,22,4,0,5.5,0.2363636363636363,0.4,0.1818181818181818,0.5,0.0,0.0,0.1454545454545454,0.1818181818181818,0.3272727272727272,0.0,0.0,0.0,0.0,0,0.0,0.0
15923,0,0,26,18,0,8.3,0.0,0.0,0.1927710843373493,0.448,0.072289156626506,0.3,0.1325301204819277,0.144578313253012,0.0120481927710843,0.0,0.0843373493975903,0.0843373493975903,0.1927710843373493,0,0.0,0.0
15924,0,0,35,12,1,21.1,0.0,0.0,0.1990521327014218,0.58,0.0805687203791469,0.55,0.0616113744075829,0.1516587677725118,0.0426540284360189,0.0379146919431279,0.0663507109004739,0.0331753554502369,0.1658767772511848,0,0.0,0.0
15925,0,13,29,11,0,29.4,0.1428571428571428,0.37,0.2551020408163265,0.386,0.1326530612244898,0.907,0.0068027210884353,0.0986394557823129,0.0442176870748299,0.0204081632653061,0.010204081632653,0.0340136054421768,0.054421768707483,0,0.0,1.0
15926,0,9,26,4,4,34.0,0.0294117647058823,0.0,0.1411764705882353,0.526,0.1323529411764706,0.722,0.0294117647058823,0.0735294117647058,0.0529411764705882,0.0294117647058823,0.0,0.038235294117647,0.0676470588235294,0,0.0,0.0
15927,0,0,25,6,2,18.7,0.0,0.0,0.2780748663101604,0.581,0.160427807486631,0.389,0.1497326203208556,0.1229946524064171,0.0,0.0374331550802139,0.053475935828877,0.0962566844919786,0.1497326203208556,0,0.0,0.0
15928,0,9,33,6,0,5.2,0.0961538461538461,0.0,0.1346153846153846,0.0,0.0,0.0,0.0384615384615384,0.2307692307692307,0.2307692307692307,0.0576923076923076,0.0961538461538461,0.0576923076923076,0.0384615384615384,0,0.0,0.0
15929,0,13,25,1,0,20.0,0.1,0.0,0.1,0.5,0.1,1.0,0.05,0.05,0.0,0.05,0.0,0.1,0.1,0,0.0,0.0
15930,0,6,36,6,0,25.7,0.0700389105058365,0.455,0.377431906614786,0.414,0.1750972762645914,0.778,0.0700389105058365,0.0583657587548638,0.1478599221789883,0.0116731517509727,0.0,0.1050583657587548,0.0505836575875486,0,0.0,0.0
15931,0,9,32,17,5,13.6,0.1544117647058823,0.444,0.0367647058823529,0.556,0.0,0.0,0.0147058823529411,0.1323529411764706,0.0661764705882353,0.0367647058823529,0.0073529411764705,0.0220588235294117,0.1102941176470588,0,0.0,0.0
15932,0,6,24,9,0,3.4,0.2352941176470588,0.286,0.088235294117647,1.0,0.0,0.0,0.0294117647058823,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0294117647058823,0.0588235294117647,0,0.0,0.0
15933,0,0,35,12,0,9.5,0.0,0.0,0.3578947368421052,0.512,0.0631578947368421,0.571,0.1263157894736842,0.1578947368421052,0.031578947368421,0.0210526315789473,0.0631578947368421,0.031578947368421,0.1368421052631579,0,0.0,0.0
15934,0,6,22,4,2,26.3,0.0874524714828897,0.333,0.247148288973384,0.5,0.0874524714828897,0.778,0.0114068441064638,0.0380228136882129,0.1140684410646387,0.0190114068441064,0.0,0.0570342205323193,0.0570342205323193,0,0.0,0.0
15935,0,3,22,1,0,5.0,0.0,0.0,0.4,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15936,0,6,38,2,2,30.5,0.0491803278688524,0.0,0.3278688524590163,0.5,0.081967213114754,1.0,0.0327868852459016,0.0491803278688524,0.1475409836065573,0.0,0.0,0.0491803278688524,0.0327868852459016,0,0.0,0.0
15937,0,13,28,21,0,18.6,0.1666666666666666,0.348,0.1774193548387096,0.42,0.043010752688172,1.0,0.0,0.1129032258064516,0.0376344086021505,0.0053763440860215,0.0,0.032258064516129,0.086021505376344,0,0.0,0.0
15938,0,0,27,12,12,34.1,0.0,0.0,0.2903225806451613,0.437,0.0967741935483871,0.641,0.126099706744868,0.1554252199413489,0.0674486803519061,0.0234604105571847,0.064516129032258,0.0586510263929618,0.1055718475073313,0,0.0,0.0
15939,0,9,29,9,0,5.6,0.1785714285714285,0.444,0.0714285714285714,0.75,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0,0.0178571428571428,0.0,0.0,0.1071428571428571,0,1.0,0.0
15940,0,3,33,6,1,17.8,0.1292134831460674,0.357,0.1516853932584269,0.375,0.0561797752808988,0.5,0.0393258426966292,0.1797752808988764,0.1011235955056179,0.0449438202247191,0.0449438202247191,0.095505617977528,0.1516853932584269,0,0.0,1.0
15941,0,6,30,21,21,36.4,0.0412087912087912,0.355,0.4368131868131868,0.467,0.1456043956043956,0.777,0.0192307692307692,0.0714285714285714,0.1923076923076923,0.0302197802197802,0.0027472527472527,0.0686813186813186,0.0329670329670329,0,0.0,0.0
15942,0,9,24,6,6,39.7,0.1687657430730478,0.4,0.2216624685138539,0.491,0.0579345088161208,0.643,0.0302267002518891,0.1335012594458438,0.0931989924433249,0.0050377833753148,0.0075566750629722,0.0755667506297229,0.0806045340050377,0,0.0,0.0
15943,0,6,27,6,6,37.3,0.0857908847184986,0.316,0.3270777479892761,0.589,0.1662198391420911,0.892,0.0134048257372654,0.0938337801608579,0.1689008042895442,0.0482573726541555,0.0,0.0402144772117962,0.0750670241286863,0,0.0,0.0
15944,0,0,28,11,11,19.1,0.0052356020942408,0.0,0.1780104712041884,0.27,0.0209424083769633,1.0,0.0732984293193717,0.1256544502617801,0.031413612565445,0.0366492146596858,0.0261780104712041,0.1099476439790575,0.1832460732984293,0,0.0,0.0
15945,0,0,27,6,4,16.8,0.0,0.0,0.2678571428571428,0.519,0.0178571428571428,0.5,0.0416666666666666,0.1785714285714285,0.0416666666666666,0.0119047619047619,0.0416666666666666,0.0297619047619047,0.1785714285714285,0,0.0,0.0
15946,0,9,35,6,6,42.5,0.16,0.268,0.2541176470588235,0.431,0.1129411764705882,0.897,0.0164705882352941,0.1176470588235294,0.1247058823529411,0.0188235294117647,0.0117647058823529,0.1247058823529411,0.0823529411764705,0,0.0,0.0
15947,0,9,24,15,0,23.8,0.1470588235294117,0.453,0.1134453781512605,0.537,0.0798319327731092,0.607,0.0252100840336134,0.0798319327731092,0.0294117647058823,0.0294117647058823,0.0042016806722689,0.0252100840336134,0.088235294117647,0,0.0,0.0
15948,0,6,35,11,10,20.9,0.1291866028708134,0.433,0.0574162679425837,0.308,0.0191387559808612,0.5,0.0095693779904306,0.0669856459330143,0.1531100478468899,0.062200956937799,0.0047846889952153,0.0239234449760765,0.0909090909090909,0,1.0,0.0
15949,0,9,32,15,15,30.3,0.0429042904290429,0.263,0.2244224422442244,0.373,0.0495049504950495,0.609,0.0264026402640264,0.099009900990099,0.0627062706270627,0.0165016501650165,0.0099009900990099,0.0231023102310231,0.0396039603960396,0,0.0,0.0
15950,0,3,32,1,0,10.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0,0.0,0.0
15951,0,3,23,5,0,6.0,0.0,0.0,0.3666666666666667,0.818,0.3666666666666667,0.727,0.0,0.1999999999999999,0.0,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0,0.0,0.0
15952,0,3,29,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0.0,0.0
15953,0,3,31,15,15,36.9,0.002710027100271,0.0,0.3875338753387534,0.463,0.1707317073170731,0.67,0.1056910569105691,0.1653116531165311,0.043360433604336,0.018970189701897,0.013550135501355,0.056910569105691,0.0948509485094851,0,0.0,1.0
15954,0,13,28,4,0,17.3,0.1734104046242774,0.333,0.1907514450867052,0.538,0.0462427745664739,1.0,0.0,0.0462427745664739,0.0751445086705202,0.0173410404624277,0.0,0.0867052023121387,0.1329479768786127,0,0.0,0.0
15955,0,9,32,5,0,2.8,0.3571428571428571,0.4,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0,0.0,0.0
15956,0,6,28,12,8,33.7,0.1602373887240356,0.338,0.2433234421364984,0.5,0.1008902077151335,0.756,0.0148367952522255,0.0652818991097922,0.1305637982195845,0.029673590504451,0.0059347181008902,0.0801186943620178,0.0949554896142433,0,0.0,0.0
15957,0,0,23,2,0,2.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0,0.0,0.0
15958,0,0,24,4,4,28.3,0.0,0.0,0.2932862190812721,0.576,0.0989399293286219,0.455,0.0989399293286219,0.1943462897526501,0.0459363957597173,0.0282685512367491,0.0459363957597173,0.1060070671378091,0.1590106007067137,0,0.0,0.0
15959,0,3,24,4,0,5.0,0.06,0.0,0.4599999999999999,0.556,0.2,0.75,0.06,0.3,0.06,0.0,0.0,0.0,0.1,0,0.0,0.0
15960,0,13,28,11,11,27.3,0.1282051282051282,0.316,0.0769230769230769,0.391,0.0366300366300366,0.818,0.0439560439560439,0.1208791208791208,0.0769230769230769,0.0402930402930402,0.0183150183150183,0.0256410256410256,0.0879120879120879,0,0.0,1.0
15961,0,13,22,12,12,28.1,0.1245551601423487,0.429,0.1708185053380782,0.397,0.0427046263345195,0.857,0.0533807829181494,0.1601423487544483,0.0462633451957295,0.0391459074733096,0.0106761565836298,0.0427046263345195,0.1067615658362989,0,0.0,1.0
15962,0,0,22,5,1,11.8,0.0,0.0,0.1525423728813559,0.667,0.2033898305084745,0.5,0.1186440677966101,0.1016949152542372,0.0,0.0338983050847457,0.0338983050847457,0.0677966101694915,0.1525423728813559,0,0.0,0.0
15963,0,6,24,4,0,2.8,0.0,0.0,0.1071428571428571,0.0,0.0,0.0,0.0,0.1071428571428571,0.2857142857142857,0.0,0.0,0.1071428571428571,0.1071428571428571,0,0.0,0.0
15964,0,13,27,11,0,31.9,0.1880877742946708,0.273,0.2758620689655173,0.371,0.122257053291536,0.721,0.0156739811912225,0.1316614420062696,0.0438871473354232,0.0313479623824451,0.0156739811912225,0.0564263322884012,0.0783699059561128,0,0.0,1.0
15965,0,3,27,6,6,33.2,0.0993975903614457,0.25,0.3524096385542168,0.486,0.180722891566265,0.528,0.0512048192771084,0.1746987951807228,0.1054216867469879,0.0542168674698795,0.0150602409638554,0.0813253012048192,0.1054216867469879,0,0.0,0.0
15966,0,3,28,19,15,20.4,0.0049019607843137,0.0,0.2156862745098039,0.542,0.0833333333333333,0.788,0.0539215686274509,0.0931372549019607,0.0588235294117647,0.0392156862745098,0.034313725490196,0.0637254901960784,0.1176470588235294,0,1.0,2.0
15967,0,9,38,4,0,7.0,0.2571428571428572,0.0,0.1142857142857143,0.333,0.1428571428571428,0.75,0.0428571428571428,0.1142857142857143,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0,0.0,0.0
15968,0,13,22,19,19,35.4,0.096045197740113,0.281,0.1553672316384181,0.486,0.0536723163841807,0.622,0.019774011299435,0.192090395480226,0.0932203389830508,0.0338983050847457,0.0028248587570621,0.0536723163841807,0.0706214689265536,0,0.0,1.0
15969,0,13,31,4,0,11.3,0.1150442477876106,0.6,0.0,0.0,0.0,0.0,0.0707964601769911,0.1592920353982301,0.0265486725663716,0.0,0.0,0.0442477876106194,0.1150442477876106,0,0.0,1.0
15970,0,6,24,2,0,6.5,0.0,0.0,0.0,0.0,0.1538461538461538,1.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.2307692307692307,0,0.0,0.0
15971,0,3,30,4,0,8.3,0.036144578313253,1.0,0.36144578313253,0.333,0.1204819277108433,1.0,0.1204819277108433,0.1566265060240964,0.0,0.0,0.0,0.0963855421686746,0.2771084337349397,0,0.0,0.0
15972,0,6,22,2,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15973,0,6,24,6,6,35.5,0.0478873239436619,0.3,0.3323943661971831,0.338,0.1323943661971831,0.821,0.0140845070422535,0.0647887323943662,0.1408450704225352,0.0422535211267605,0.0084507042253521,0.0647887323943662,0.0788732394366197,0,0.0,0.0
15974,0,6,19,8,0,9.0,0.0666666666666666,0.0,0.1666666666666666,0.417,0.0,0.0,0.0,0.0444444444444444,0.1666666666666666,0.0333333333333333,0.0111111111111111,0.0333333333333333,0.1444444444444444,0,0.0,0.0
15975,0,3,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15976,0,13,35,6,1,31.5,0.1809523809523809,0.441,0.1047619047619047,0.45,0.0571428571428571,0.818,0.0,0.0698412698412698,0.0634920634920634,0.0222222222222222,0.0095238095238095,0.0253968253968253,0.0476190476190476,0,0.0,0.0
15977,0,0,25,4,0,6.5,0.0,0.0,0.0769230769230769,0.5,0.0,0.0,0.0461538461538461,0.2,0.0,0.0461538461538461,0.0,0.0769230769230769,0.2769230769230769,0,0.0,0.0
15978,0,3,24,3,0,2.0,0.0,0.0,0.35,0.5,0.85,0.2,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15979,0,13,22,12,12,41.3,0.1186440677966101,0.424,0.2324455205811138,0.443,0.0121065375302663,0.833,0.0193704600484261,0.0920096852300242,0.0435835351089588,0.0242130750605326,0.0145278450363196,0.0484261501210653,0.0895883777239709,0,0.0,0.0
15980,0,9,27,6,0,11.3,0.1592920353982301,0.636,0.0442477876106194,0.333,0.0442477876106194,0.333,0.0442477876106194,0.0884955752212389,0.0176991150442477,0.0176991150442477,0.0176991150442477,0.0176991150442477,0.1061946902654867,0,0.0,0.0
15981,0,0,30,5,0,11.8,0.0,0.0,0.1694915254237288,0.7,0.0677966101694915,0.5,0.0677966101694915,0.0677966101694915,0.0,0.0169491525423728,0.0508474576271186,0.0338983050847457,0.2372881355932203,0,0.0,1.0
15982,0,0,25,4,0,13.5,0.0,0.0,0.1703703703703703,0.444,0.0,0.0,0.0592592592592592,0.0592592592592592,0.0222222222222222,0.037037037037037,0.037037037037037,0.0,0.074074074074074,0,0.0,1.0
15983,0,13,31,22,22,35.5,0.0056338028169014,0.25,0.3971830985915492,0.46,0.1014084507042253,0.75,0.0478873239436619,0.0816901408450704,0.1352112676056338,0.0478873239436619,0.028169014084507,0.0732394366197183,0.056338028169014,0,0.0,0.0
15984,0,9,30,7,7,34.7,0.1181556195965417,0.379,0.1556195965417867,0.526,0.0835734870317002,0.55,0.0201729106628242,0.0951008645533141,0.0691642651296829,0.031700288184438,0.0201729106628242,0.0374639769452449,0.0835734870317002,0,0.0,0.0
15985,0,6,28,7,0,23.0,0.0913043478260869,0.267,0.2478260869565217,0.5,0.0739130434782608,0.667,0.0304347826086956,0.0739130434782608,0.0826086956521739,0.0304347826086956,0.0043478260869565,0.0043478260869565,0.0695652173913043,0,0.0,1.0
15986,0,3,32,19,19,36.3,0.0055096418732782,0.0,0.3553719008264463,0.467,0.1349862258953168,0.766,0.0606060606060606,0.1487603305785124,0.0578512396694214,0.0192837465564738,0.0220385674931129,0.0661157024793388,0.0771349862258953,0,0.0,1.0
15987,0,6,24,2,2,34.0,0.1323529411764706,0.222,0.4705882352941176,0.469,0.2058823529411764,0.857,0.0147058823529411,0.1764705882352941,0.2058823529411764,0.088235294117647,0.0,0.1176470588235294,0.0735294117647058,1,0.0,0.0
15988,0,9,30,4,0,2.3,0.2173913043478261,0.0,0.2173913043478261,1.0,0.0,0.0,0.1304347826086956,0.1304347826086956,0.0,0.0,0.0,0.0,0.1304347826086956,1,0.0,0.0
15989,0,0,30,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15990,0,6,28,7,7,41.7,0.1462829736211031,0.395,0.2158273381294964,0.444,0.1534772182254196,0.822,0.0023980815347721,0.0719424460431654,0.2014388489208633,0.0239808153477218,0.014388489208633,0.0719424460431654,0.0575539568345323,0,0.0,1.0
15991,0,9,25,5,0,9.6,0.0625,0.0,0.1458333333333333,0.286,0.0416666666666666,0.5,0.0208333333333333,0.1875,0.125,0.0,0.0208333333333333,0.0833333333333333,0.0625,0,0.0,2.0
15992,0,9,33,3,3,28.0,0.1678571428571428,0.143,0.1678571428571428,0.357,0.0249999999999999,1.0,0.0714285714285714,0.0607142857142857,0.0607142857142857,0.0249999999999999,0.0107142857142857,0.0357142857142857,0.0607142857142857,0,0.0,0.0
15993,0,13,19,6,0,2.8,0.1071428571428571,0.0,0.5357142857142857,0.222,0.25,1.0,0.0714285714285714,0.1785714285714285,0.1071428571428571,0.0714285714285714,0.0,0.1071428571428571,0.0714285714285714,0,0.0,0.0
15994,0,13,27,15,0,8.7,0.0804597701149425,0.2,0.1034482758620689,0.5,0.0574712643678161,0.75,0.0804597701149425,0.1379310344827586,0.0344827586206896,0.0344827586206896,0.0114942528735632,0.0574712643678161,0.1264367816091954,0,0.0,0.0
15995,1,9,23,126,0,13.405555555555557,0.0149191877331123,0.267,0.149191877331123,0.492,0.0596767509324492,0.66,0.0820555325321177,0.1715706589307915,0.0298383754662246,0.0298383754662246,0.0298383754662246,0.0372979693327807,0.1417322834645669,1,9.0,0.0
16007,1,0,20,81,20,14.8,0.0,0.0,0.1554054054054053,0.503,0.1148648648648648,0.581,0.1216216216216216,0.1554054054054053,0.0337837837837837,0.0337837837837837,0.0472972972972972,0.0608108108108108,0.1689189189189189,0,0.0,0.0
16008,1,3,27,106,24,18.1122641509434,0.0,0.0,0.2870982863690817,0.52,0.1214646596176884,0.639,0.104901296942549,0.2098025938850981,0.0386478462419917,0.0276056044585655,0.0386478462419917,0.0386478462419917,0.1104224178342621,0,0.0,0.0
16011,1,13,28,73,73,35.0,0.1171428571428571,0.427,0.2771428571428571,0.473,0.1314285714285714,0.815,0.0114285714285714,0.0914285714285714,0.0971428571428571,0.0142857142857142,0.0,0.0571428571428571,0.0542857142857142,0,1.0,0.0
16012,1,0,25,56,30,17.0,0.0,0.0,0.2588235294117647,0.548,0.0705882352941176,0.836,0.0999999999999999,0.1941176470588235,0.0411764705882352,0.0235294117647058,0.0470588235294117,0.0647058823529411,0.1941176470588235,0,0.0,0.0
16013,1,0,25,46,2,7.2,0.0,0.0,0.1805555555555555,0.541,0.0972222222222222,0.867,0.1111111111111111,0.2777777777777778,0.0416666666666666,0.0277777777777777,0.0972222222222222,0.0555555555555555,0.125,0,1.0,1.0
16014,1,3,28,69,69,36.2,0.005524861878453,0.2,0.5635359116022098,0.461,0.143646408839779,0.822,0.0662983425414364,0.2403314917127071,0.0718232044198895,0.0248618784530386,0.0276243093922651,0.0497237569060773,0.0580110497237569,1,1.0,0.0
16016,1,3,24,130,4,16.486923076923077,0.0121308262958988,0.154,0.2668781785097747,0.46,0.0485233051835953,0.66,0.1091774366630896,0.1819623944384827,0.0667195446274436,0.0242616525917976,0.0303270657397471,0.0424578920356459,0.115242849811039,0,0.0,0.0
16019,1,13,38,73,9,26.5,0.1584905660377358,0.375,0.120754716981132,0.53,0.060377358490566,0.905,0.0113207547169811,0.0943396226415094,0.0754716981132075,0.0264150943396226,0.0037735849056603,0.0452830188679245,0.060377358490566,0,0.0,0.0
16020,1,13,32,55,28,23.2,0.0387931034482758,0.234,0.2887931034482758,0.527,0.0948275862068965,0.628,0.0603448275862068,0.0991379310344827,0.0732758620689655,0.0689655172413793,0.0129310344827586,0.0689655172413793,0.0948275862068965,0,0.0,0.0
16021,1,9,23,80,65,25.6,0.0234374999999999,0.271,0.2187499999999999,0.496,0.06640625,0.664,0.0625,0.1796874999999999,0.0546874999999999,0.0390625,0.01953125,0.04296875,0.0703125,0,0.0,0.0
16022,1,3,31,38,0,9.707894736842103,0.0,0.0,0.1751152073732719,0.5,0.1339116291677961,0.25,0.154513418270534,0.1442125237191651,0.0309026836541068,0.0515044727568446,0.0618053673082136,0.0721062618595825,0.2678232583355923,0,0.0,0.0
16025,1,0,35,72,0,19.4,0.0103092783505154,0.25,0.1907216494845361,0.662,0.1185567010309278,0.71,0.0927835051546391,0.1804123711340206,0.0154639175257731,0.0206185567010309,0.0670103092783505,0.0360824742268041,0.1185567010309278,0,2.0,0.0
16027,1,9,31,78,26,22.7,0.1409691629955947,0.339,0.13215859030837,0.464,0.066079295154185,0.78,0.0220264317180616,0.0748898678414096,0.0440528634361233,0.026431718061674,0.0044052863436123,0.0352422907488986,0.0837004405286343,0,0.0,0.0
16028,1,13,24,80,62,28.9,0.1522491349480969,0.328,0.1591695501730103,0.53,0.0449826989619377,0.726,0.0242214532871972,0.1038062283737024,0.0657439446366782,0.0311418685121107,0.0138408304498269,0.0449826989619377,0.0657439446366782,0,0.0,1.0
16029,1,3,25,22,14,36.1,0.2077562326869806,0.409,0.2382271468144044,0.463,0.077562326869806,0.952,0.0831024930747922,0.0969529085872576,0.0221606648199446,0.0138504155124653,0.0083102493074792,0.0249307479224376,0.0581717451523545,1,1.0,1.0
16031,1,9,19,77,23,24.6,0.0609756097560975,0.347,0.1585365853658536,0.44,0.1056910569105691,0.683,0.040650406504065,0.1382113821138211,0.0772357723577235,0.032520325203252,0.032520325203252,0.065040650406504,0.089430894308943,0,0.0,0.0
16032,1,3,29,77,77,38.7,0.1395348837209302,0.402,0.4108527131782945,0.469,0.1808785529715762,0.848,0.0490956072351421,0.1602067183462532,0.0801033591731266,0.0310077519379844,0.0180878552971576,0.0671834625322997,0.0749354005167958,0,0.0,1.0
16033,1,0,31,66,0,5.622727272727273,0.0,0.0,0.1778496362166531,0.375,0.0355699272433306,0.5,0.0889248181083265,0.1244947453516572,0.0177849636216653,0.0177849636216653,0.0711398544866612,0.0177849636216653,0.0889248181083265,0,0.0,0.0
16036,1,0,31,50,26,18.5,0.1837837837837837,0.327,0.1351351351351351,0.545,0.0702702702702702,0.758,0.0594594594594594,0.1621621621621621,0.0648648648648648,0.0216216216216216,0.0108108108108108,0.0594594594594594,0.1351351351351351,0,0.0,0.0
16037,1,9,28,77,77,35.4,0.1610169491525424,0.407,0.1497175141242938,0.509,0.0706214689265536,0.772,0.0367231638418079,0.1384180790960452,0.0706214689265536,0.0451977401129943,0.0084745762711864,0.0480225988700565,0.0649717514124293,0,0.0,1.0
16038,1,0,29,15,1,6.5,0.0,0.0,0.2,0.474,0.1692307692307692,0.438,0.2,0.2923076923076922,0.0461538461538461,0.0461538461538461,0.0461538461538461,0.0615384615384615,0.1076923076923076,0,0.0,0.0
16039,1,9,25,68,1,17.1,0.0526315789473684,0.375,0.2982456140350876,0.399,0.0526315789473684,0.855,0.0467836257309941,0.1345029239766081,0.0526315789473684,0.0350877192982456,0.0409356725146198,0.0526315789473684,0.1578947368421052,0,0.0,0.0
16040,1,0,27,48,19,20.2,0.0,0.0,0.198019801980198,0.532,0.1287128712871287,0.619,0.1039603960396039,0.2871287128712871,0.0247524752475247,0.0148514851485148,0.0396039603960396,0.0594059405940594,0.094059405940594,0,0.0,0.0
16041,1,6,26,142,18,27.286619718309858,0.172245593207216,0.401,0.1978991921955248,0.427,0.1172735953751258,0.885,0.0073295997109453,0.0586367976875629,0.161251193640798,0.0256535989883087,0.0,0.0659663973985082,0.0769607969649263,0,0.0,0.0
16044,1,0,28,26,14,16.5,0.0,0.0,0.2363636363636363,0.51,0.0484848484848484,0.4,0.0969696969696969,0.1939393939393939,0.0666666666666666,0.0606060606060606,0.0242424242424242,0.0666666666666666,0.1090909090909091,0,0.0,0.0
