,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
674,Brooklyn Nets,2020,15,"Mon, Jan 18, 2021",,Milwaukee Bucks,
675,Brooklyn Nets,2020,16,"Wed, Jan 20, 2021",@,Cleveland Cavaliers,2OT
676,Brooklyn Nets,2020,17,"Fri, Jan 22, 2021",@,Cleveland Cavaliers,
677,Brooklyn Nets,2020,18,"Sat, Jan 23, 2021",,Miami Heat,
678,Brooklyn Nets,2020,19,"Mon, Jan 25, 2021",,Miami Heat,
679,Brooklyn Nets,2020,20,"Wed, Jan 27, 2021",@,Atlanta Hawks,OT
680,Brooklyn Nets,2020,21,"Fri, Jan 29, 2021",@,Oklahoma City Thunder,
681,Brooklyn Nets,2020,22,"Sun, Jan 31, 2021",@,Washington Wizards,
682,Brooklyn Nets,2020,23,"Tue, Feb 2, 2021",,Los Angeles Clippers,
683,Brooklyn Nets,2020,24,"Fri, Feb 5, 2021",,Toronto Raptors,
684,Brooklyn Nets,2020,25,"Sat, Feb 6, 2021",@,Philadelphia 76ers,
685,Brooklyn Nets,2020,26,"Tue, Feb 9, 2021",@,Detroit Pistons,
686,Brooklyn Nets,2020,27,"Wed, Feb 10, 2021",,Indiana Pacers,
687,Brooklyn Nets,2020,28,"Sat, Feb 13, 2021",@,Golden State Warriors,
688,Brooklyn Nets,2020,29,"Mon, Feb 15, 2021",@,Sacramento Kings,
689,Brooklyn Nets,2020,30,"Tue, Feb 16, 2021",@,Phoenix Suns,
